rowId,city_name,town_name,latitude,longitude,households,population,e_stat_code
231,桑名市,筒尾二丁目,35.080102,136.649676,163,409,24205156002
232,桑名市,筒尾三丁目,35.081906,136.651822,216,540,24205156003
233,桑名市,筒尾四丁目,35.082827,136.648387,195,458,24205156004
234,桑名市,筒尾五丁目,35.083522,136.64425,214,479,24205156005
235,桑名市,筒尾六丁目,35.081943,136.645994,122,251,24205156006
236,桑名市,筒尾七丁目,35.082174,136.642886,117,289,24205156007
237,桑名市,筒尾八丁目,35.079997,136.643166,107,268,24205156008
238,桑名市,筒尾九丁目,35.079946,136.645994,124,302,24205156009
239,桑名市,松ノ木一丁目,35.077291,136.647032,221,532,24205157001
240,桑名市,松ノ木二丁目,35.07634,136.643728,279,699,24205157002
241,桑名市,松ノ木三丁目,35.077422,136.640758,93,227,24205157003
242,桑名市,松ノ木四丁目,35.077273,136.637594,160,375,24205157004
243,桑名市,松ノ木五丁目,35.075195,136.639207,107,267,24205157005
244,桑名市,松ノ木六丁目,35.07541,136.641312,151,387,24205157006
245,桑名市,松ノ木七丁目,35.073035,136.643542,282,753,24205157007
246,桑名市,松ノ木八丁目,35.075306,136.646137,131,356,24205157008
247,桑名市,大山田一丁目,35.078909,136.640423,24,50,24205158001
248,桑名市,大山田二丁目,35.081113,136.639997,93,227,24205158002
249,桑名市,大山田三丁目,35.083267,136.639042,106,252,24205158003
250,桑名市,大山田四丁目,35.084827,136.6338,207,459,24205158004
251,桑名市,大山田五丁目,35.083288,136.634073,167,416,24205158005
252,桑名市,大山田六丁目,35.081487,136.637133,190,469,24205158006
253,桑名市,大山田七丁目,35.080784,136.63534,131,317,24205158007
254,桑名市,大山田八丁目,35.078751,136.637238,360,774,24205158008
255,桑名市,野田一丁目,35.07842,136.633758,240,543,24205159001
256,桑名市,野田二丁目,35.079989,136.632827,157,356,24205159002
257,桑名市,野田三丁目,35.081679,136.631277,196,451,24205159003
258,桑名市,野田四丁目,35.083888,136.630272,136,295,24205159004
259,桑名市,野田五丁目,35.08136,136.628854,152,340,24205159005
260,桑名市,野田六丁目,35.078142,136.629811,206,439,24205159006
261,桑名市,藤が丘一丁目,35.077509,136.654685,67,186,24205160001
262,桑名市,藤が丘二丁目,35.079489,136.653278,150,405,24205160002
263,桑名市,藤が丘三丁目,35.077781,136.65231,138,354,24205160003
264,桑名市,藤が丘四丁目,35.076028,136.650939,109,301,24205160004
265,桑名市,藤が丘五丁目,35.073822,136.649914,154,391,24205160005
266,桑名市,藤が丘六丁目,35.074356,136.647878,72,190,24205160006
267,桑名市,藤が丘七丁目,35.072012,136.647478,212,503,24205160007
268,桑名市,藤が丘八丁目,35.072977,136.650764,95,293,24205160008
269,桑名市,藤が丘九丁目,35.075295,136.653889,82,220,24205160009
270,桑名市,陽だまりの丘一丁目,35.085896,136.648766,239,687,24205161001
271,桑名市,陽だまりの丘二丁目,35.086394,136.643516,488,1417,24205161002
272,桑名市,陽だまりの丘三丁目,35.090303,136.644513,236,822,24205161003
273,桑名市,陽だまりの丘四丁目,35.090068,136.64012,416,1405,24205161004
274,桑名市,陽だまりの丘五丁目,35.093487,136.636628,188,641,24205161005
275,桑名市,陽だまりの丘六丁目,35.091662,136.63235,207,627,24205161006
276,桑名市,陽だまりの丘七丁目,35.086961,136.638197,518,1469,24205161007
277,桑名市,陽だまりの丘八丁目,35.086006,136.635076,367,1211,24205161008
278,桑名市,多度町肱江,35.125435,136.64734,63,179,242051620
279,桑名市,多度町小山,35.127146,136.636282,829,2573,242051630
280,桑名市,多度町戸津,35.132677,136.645032,250,640,242051640
281,桑名市,多度町柚井,35.142522,136.634316,364,1173,242051650
282,桑名市,多度町多度,35.144205,136.614973,232,632,24205166000
283,桑名市,多度町多度二丁目,35.130375,136.630545,156,457,24205166002
284,桑名市,多度町下野代,35.117618,136.649088,203,525,242051670
285,桑名市,多度町中須,35.12883,136.65758,46,151,242051680
286,桑名市,多度町南之郷,35.127742,136.666156,45,167,242051690
287,桑名市,多度町大鳥居,35.120435,136.660404,93,251,242051700
288,桑名市,多度町北猪飼,35.12424,136.614469,66,186,242051710
289,桑名市,多度町猪飼,35.118304,136.61808,73,222,242051720
290,桑名市,多度町力尾,35.106886,136.615547,87,259,242051730
291,桑名市,多度町御衣野,35.108069,136.634135,158,469,242051740
292,桑名市,多度町古野,35.144636,136.597431,174,470,242051750
293,桑名市,多度町美鹿,35.154023,136.583272,97,264,242051760
294,桑名市,多度町香取,35.135404,136.650683,678,1407,242051770
295,桑名市,多度町福永,35.146777,136.654684,95,343,242051780
296,桑名市,多度町平古,35.157773,136.650971,48,144,242051790
297,桑名市,多度町上之郷,35.137586,136.661571,47,153,242051800
298,桑名市,多度町御衣野・下野代,35.108154,136.643168,0,0,242051810
299,桑名市,長島町長島萱町,35.095457,136.701135,43,105,242051820
300,桑名市,長島町長島中町,35.094241,136.699965,66,193,242051830
301,桑名市,長島町長島下町,35.092488,136.699974,54,135,242051840
302,桑名市,長島町又木,35.092811,136.703444,290,778,242051850
303,桑名市,長島町源部外面,35.087105,136.708313,54,147,242051860
304,桑名市,長島町殿名,35.092931,136.708466,50,140,242051870
305,桑名市,長島町東殿名,35.094547,136.713064,90,251,242051880
306,桑名市,長島町押付,35.102665,136.705805,620,1483,242051890
307,桑名市,長島町小島,35.112282,136.701413,126,377,242051900
308,桑名市,長島町大倉,35.106301,136.701311,415,1046,242051910
309,桑名市,長島町出口,35.10219,136.697395,518,1228,242051920
310,桑名市,長島町間々,35.107084,136.694151,42,128,242051930
311,桑名市,長島町高座,35.107772,136.687598,35,106,242051940
312,桑名市,長島町中川,35.113379,136.691638,40,124,242051950
313,桑名市,長島町平方,35.102086,136.688649,79,238,242051960
314,桑名市,長島町西外面,35.094681,136.692067,368,1103,242051970
315,桑名市,長島町十日外面,35.084234,136.697224,41,124,242051980
316,桑名市,長島町大島,35.073361,136.703626,71,190,242051990
317,桑名市,長島町駒江,35.078236,136.702774,42,112,242052000
318,桑名市,長島町松ケ島,35.086884,136.704587,659,1672,242052010
319,桑名市,長島町千倉,35.10194,136.677135,58,174,242052020
320,桑名市,長島町下坂手,35.112385,136.674795,60,188,242052030
321,桑名市,長島町上坂手,35.118719,136.675713,11,45,242052040
322,桑名市,長島町杉江,35.122533,136.677063,17,48,242052050
323,桑名市,長島町松之木,35.12845,136.67595,27,80,242052060
324,桑名市,長島町新所,35.124547,136.685315,34,96,242052070
325,桑名市,長島町西川,35.118782,136.689919,79,232,242052080
326,桑名市,長島町鎌ケ地,35.081449,136.713852,35,109,242052090
327,桑名市,長島町葭ケ須,35.076273,136.715031,204,524,242052100
328,桑名市,長島町赤地,35.070197,136.712304,33,97,242052110
329,桑名市,長島町福豊,35.06451,136.716996,151,286,242052120
330,桑名市,長島町福吉,35.056353,136.717096,528,1618,242052130
331,桑名市,長島町白鶏,35.044656,136.718291,82,230,242052140
332,桑名市,長島町横満蔵,35.052734,136.728287,152,440,242052150
333,桑名市,長島町松蔭,35.037121,136.726151,131,482,242052160
334,桑名市,長島町浦安,35.029591,136.729978,184,187,242052170
335,桑名市,長島町老松,35.039305,136.749125,0,0,242052180
336,桑名市,清竹の丘,35.073827,136.669372,18,64,242052190
337,桑名市,城山台,35.051421,136.656742,77,283,242052200
